calcBound=1.0000000000000004E-6
209.60	0.9232912134789293	61
209.70	0.9327548218909124	31
209.80	0.9365797007957631	25
209.90	0.9394449117715317	22
210.00	0.9417626581651127	20
210.10	0.9435996289933521	19
210.20	0.9453131408773047	18
210.30	0.9468449802757705	17
210.40	0.9482368518338166	16
210.50	0.9495331507439034	15
210.60	0.9507757983724365	14
210.70	0.9519254499882221	14
210.80	0.9530263652850437	13
210.90	0.9540498351350175	13
211.00	0.9550439684296359	13
211.10	0.955922157689419	12
211.20	0.956767182587138	12
211.30	0.9575910643855196	12
211.40	0.9583951103147956	11
211.50	0.9591795412842363	11
211.60	0.9599190034582522	11
211.70	0.9606473626398686	10
211.80	0.9613553810201813	10
211.90	0.9620531391977825	10
212.00	0.9626877068877427	10
212.10	0.9632828406597803	10
212.20	0.9638680840883583	9
212.30	0.9644318138464256	9
212.40	0.9649813421932714	9
212.50	0.9655262310279593	9
212.60	0.9660610155536484	9
212.70	0.966575620086615	9
212.80	0.9670853235636376	9
212.90	0.9676036720793945	8
213.00	0.9680984862943506	8
213.10	0.9685537257045488	8
213.20	0.9689874651933993	8
213.30	0.9694355508101972	8
213.40	0.9698604739827689	8
213.50	0.9702938928082161	8
213.60	0.9707201077625489	8
213.70	0.9711518641032477	7
213.80	0.9715541129295453	7
213.90	0.9719524675013718	7
214.00	0.9723397485587986	7
214.10	0.9726973287752494	7
214.20	0.9730593649633094	7
214.30	0.9734115736520631	7
214.40	0.9737670699098009	7
214.50	0.9741067624483588	7
214.60	0.9744427144559166	7
214.70	0.9747856408155747	7
214.80	0.9751260374890068	7
214.90	0.9754562682670093	7
215.00	0.9757795445971801	6
215.10	0.9760756809784307	6
215.20	0.9763743816257024	6
215.30	0.9766640365239092	6
215.40	0.9769543587656022	6
215.50	0.9772472205814463	6
215.60	0.9775315464268756	6
215.70	0.9778111605918092	6
215.80	0.9780933514812978	6
215.90	0.9783695992320225	6
216.00	0.978647057332467	6
216.10	0.9789051718942093	6
216.20	0.9791527981927974	6
216.30	0.9793984517450984	6
216.40	0.9796478426604702	6
216.50	0.9798919811594973	6
216.60	0.9801468750507258	6
216.70	0.9803858210052073	5
216.80	0.980632272708438	5
216.90	0.9808689196074333	5
217.00	0.9811009942876402	5
