0.01	2	11	5	0	13	5	0	0	13	10	15	7	17	9	15	0	5	5	0	0	2	8	0	0	13	10	3	18	0	0	6	3	
0.011000000000000001	14	2	18	0	2	16	15	4	19	2	3	16	30	7	4	7	20	9	3	13	7	3	4	6	8	17	3	17	0	17	11	16	
0.012000000000000002	6	20	9	3	6	8	7	16	0	8	15	31	5	4	5	9	3	13	24	6	0	9	12	0	19	12	2	10	14	0	4	32	
0.013000000000000003	12	7	27	20	24	31	14	29	11	23	33	27	8	29	4	13	30	32	29	11	19	39	42	2	25	25	14	4	34	13	31	33	
0.014000000000000004	7	27	23	21	32	22	34	34	37	8	29	14	29	9	14	22	11	40	21	39	30	37	25	48	13	29	17	42	52	38	14	47	
0.015000000000000005	47	46	40	28	14	47	62	55	29	23	26	27	42	28	37	38	27	39	43	18	38	43	51	48	43	33	61	49	60	38	37	58	
0.016000000000000007	40	39	28	30	52	21	27	52	42	23	37	28	37	36	40	56	31	31	48	42	41	33	49	57	38	29	36	49	48	50	50	36	
0.017000000000000008	47	52	51	58	54	50	38	42	46	49	35	56	56	67	30	54	44	63	34	51	53	45	52	42	59	52	46	34	33	40	47	57	
0.01800000000000001	43	48	62	58	43	49	61	56	53	44	61	68	53	42	49	52	48	41	40	48	45	51	30	70	55	31	74	60	49	56	62	57	
0.01900000000000001	70	61	59	63	65	53	50	58	70	69	54	48	67	50	69	57	41	64	63	55	53	62	73	70	70	64	50	56	60	45	78	64	
0.02000000000000001	69	70	51	66	50	78	70	57	71	70	56	84	32	65	64	54	62	61	64	74	66	71	65	64	67	55	40	59	79	68	56	40	
0.02100000000000001	73	60	76	65	63	70	71	87	57	65	77	79	66	66	60	73	71	48	73	58	62	46	59	77	57	71	79	70	71	60	65	67	
0.022000000000000013	73	79	60	79	73	62	77	60	80	59	73	76	71	66	78	61	59	74	76	61	67	73	59	80	77	76	66	67	76	60	71	76	
0.023000000000000013	81	67	78	82	81	82	77	79	81	72	63	82	67	76	78	78	64	73	83	68	75	88	80	74	72	77	73	79	78	67	84	69	
0.024000000000000014	75	80	85	77	85	77	59	81	83	87	75	75	76	77	75	71	74	86	58	88	85	69	77	69	85	77	81	76	85	76	73	67	
0.025000000000000015	91	72	89	86	72	85	78	81	81	78	72	68	81	76	85	80	79	89	77	80	73	81	92	80	75	89	78	77	67	76	92	82	
0.026000000000000016	88	86	92	86	77	81	86	69	80	82	90	79	80	84	71	83	78	85	85	74	87	83	80	75	79	82	77	79	65	91	64	90	
0.027000000000000017	87	83	76	78	79	85	79	89	84	81	75	84	87	85	89	87	84	84	88	88	87	84	80	88	82	85	83	87	86	79	69	82	
0.028000000000000018	94	85	88	88	89	88	83	82	80	88	92	91	90	91	82	90	89	92	96	87	85	85	88	90	82	79	77	82	85	86	86	88	
0.02900000000000002	91	77	82	86	94	86	80	91	82	82	84	91	88	86	84	86	83	84	88	86	93	84	90	78	89	72	87	88	91	90	74	79	
0.03000000000000002	86	86	98	86	91	91	85	91	92	88	89	81	88	76	91	91	92	82	88	93	92	85	90	81	87	93	86	90	86	89	88	83	
0.03100000000000002	96	94	92	87	86	96	92	91	89	87	90	91	82	89	90	79	94	92	94	91	85	91	81	93	95	87	90	95	92	91	91	87	
0.03200000000000002	95	94	97	92	91	95	85	92	92	93	95	89	97	83	90	89	91	94	90	91	89	95	89	93	83	95	91	86	92	86	79	86	
